label	txt
2	著名华人历史学家唐德刚在晚清七十年中曾提出历史三段论将中国历史的社会政治形态发展分为封建帝制与民治三大阶段从封建转为帝制是第一次转型下列符合这一历史时期转型特征的是王位世袭制取代禅让制郡县制取代分封制科举制取代九品中正制君主立宪制取代封建君主专制
2	下列材料反映了分封制遭到破坏的是诸侯朝于天子三不朝则六师移之天下无道则礼乐征伐自诸侯出妻妾不分则家室乱；嫡庶无别则宗族乱为先祖主者宗人之所尊也
2	历史文献记载周初定贵族墓葬列鼎制度规定天子九鼎诸侯七鼎大夫五鼎元士三鼎或一鼎；考古发掘湖北随县曾侯乙公元前年年墓挖掘出了九鼎对材料的解读最合理的是历史文献记载是可信的推测考古发掘出的曾侯乙应该是周代某位天子考古发掘实物是可信的推测历史文献记载的周初列鼎制度是假的历史文献和考古实物都可信推测出周天子在战国时期改革了列鼎制度历史文献和考古实物都可信推测出战国初曾侯乙僭越了传统礼乐制度
2	秦朝的三公九卿中奉常掌宗庙礼仪郎中令掌宫殿警卫少府管皇帝的生活供应宗正管皇帝家族和亲戚等这反映了中国古代政体的本质是职分细化各负其责化国为家君权至上选贤举能唯才是用官员众多政务繁杂
2	中国古代在中央设相的官职以参与国家决策的历史至少应追溯到夏朝商朝西周春秋时期
2	有学者指出秦朝虽然短命而亡但在中国历史上留下了深刻而持久的印记深刻而持久的印记主要指其消灭六国制度创新修筑长城严刑峻法
2	夏朝是中国历史上第一个奴隶制王朝下列有关夏朝的论述不正确的是大约在公元前年建立实行王位世袭制形成家天下格局建立了强大的统治机关对全国进行直接管理公元前年为商汤所灭
2	在西周分封体制下诸侯应尽的义务是①把土地献给周天子②随从作战③纳贡服役④服从命令①③④①②④②③④①②③
2	夏曾佑在中国古代史中记载春秋之世国君为天子之同姓者十之六天子之勋戚者十之三前代之遗留者十之一材料说明春秋时期国君的来源主要是天子的同姓亲族天子的姻亲妻党古王后裔殷商旧族
2	立嫡以长不以贤立子以贵不以长这句话反映了西周时期的禅让制分封制宗法制王位世袭制
2	宗法制是西周重要的政治制度请你判断在西周封国鲁国的宗法体系中处于大宗地位的是周王鲁国国君卿大夫士
2	陈胡公满者虞帝舜之后也周武王克殷封之于陈胡满属于西周时受封的同姓贵族功臣先代著名部落首领和君王的后裔归顺的异族首领
2	有人说分封制是一把双刃剑它同时给予中央集权和地方势力以合法性至于哪处势力能够在激烈的政治搏斗中获胜那就完全要看它的实力了下列地方势力的行为不具有合法性的是周显王三十五年齐侯婴自称齐威王晋文公加派鱼盐之税秦孝公任命商鞅为左庶长进行变法魏文侯以吴起为将编练新军
2	据通志载曹氏叔振铎文王子而武王弟也武王克商封之於陶丘为宋景公所灭子孙以国为氏由此可见导致曹姓形成的制度应该是分封制宗法制世袭制等级制
2	昔武王克商成王定之封建明德以藩屏周这说明西周实行分封制的主要目的是选拔德才兼备之人扩大疆域巩固周王室统治团结功臣贵族
2	西周时期为解决血亲贵族之间在权力财产和土地继承上的矛盾而实行的制度是井田制分封制宗法制世官制
2	河北古称燕赵山东则称齐鲁湖北被称为荆楚这些名称的历史渊源最早可上溯到大禹治水家天下制度分封制宗法制
2	分封制也叫封建制即狭义的封建由共主或中央王朝给王室成员贵族和功臣分封领地下列选项与西周分封制没有内在联系的是裂都会而为之郡邑诸侯朝于天子曰述职周公立七十一国山东素有齐鲁大地之称
2	唐代文学家柳宗元说周之失在于制；秦之失在于政不在制材料中的两个制分别是分封制和郡县制宗法制和郡县制分封制和专制主义中央集权制宗法制和专制主义中央集权制
2	说文解字解释说宗尊祖庙也也就是说宗法的宗本义是宗庙这说明维系宗法制度的纽带是地域关系血缘关系信仰关系财产关系
2	西周宗法制的核心是世袭制民主选举制嫡长子继承制余子分封制
2	左传记载周王夺郑伯郑庄公政郑伯不朝秋王以诸侯伐郑郑伯击之周王卒大败祝郑庄公的臣下射王周王中肩这一事件反映的是武王克商平王东迁王室衰微诸侯争霸
2	西汉初年实行郡国并行制度然而时则有叛国而无叛郡秦制之得亦以明矣这说明分封制有利于国家统一分封制有利于加强王权郡国并行有利于消除内乱郡县制有利于国家统一
2	吕氏春秋记载微子启虽长系庶出不得立；纣王虽幼以嫡立材料反映了财产继承的原则宗法制的基本法则任人唯才的要求兄终弟及的传统
2	秦灭六国后嬴政自称赖宗庙之灵进而又采用邹衍五德之运的学说利用天人感应论以为周得火德秦代周从所不胜为水德这反映出礼乐制度被进一步强化利用皇帝拥有至高无上的权威全体官僚都是皇帝的臣仆神权被皇权进一步利用
2	在红楼梦第九十回中贾母说自然先给宝玉娶了亲然后给林丫头说人家再没有先是外人后是自己人的这反映出贾母具有男尊女卑的思想固守传统的家庭等级观念具有浓厚的宗法观念遵循长幼有序的婚姻礼俗
2	观察下表按照西周宗法制的规定有资格继承王位的是三哥四哥大哥二哥
2	元元黎民得免于战国这句出自班固汉书的话表明了秦统一的意义是建立我国第一个统一的多民族国家使人们脱离了弱小诸侯国的统治为我国的长期统一奠定了基础使人民的生产生活有了安定的社会环境
2	秦朝官员的下列权限中属于丞相的是主管国家财政主管国家军事协助皇帝处理政事负责监察系统
2	下列言论不符合中国皇帝制度的是普天之下莫非王土；率土之滨莫非王臣法令出一别黑白而定一尊天下之事无大小皆决于上
2	中国人总是作为他家庭中忠诚的成员生活着非常关心亲族关系对于辈分．男女性别和身份的区别很是敏感从古代起女儿都是嫁到别家去儿子则将媳妇娶进自己家里对上述材料理解最准确的是体现了宗法制等级森严及与分封制互为表里的特点宗法制最大的特点是嫡长子继承制有利于权力的分配宗法制的形成有利于宗族的团结及内部的稳定体现了大宗和小宗的关系小宗必须服从大宗
2	钱穆在中国历史研究法中提到某种治史方法时说其治史乃以社会形态为躯壳以阶级斗争为灵魂所论厥为自秦以来中国社会形态之阶级分别这种治史方法是唯物史观文明史观全球史观现代化史观
2	吕氏春秋中记载诸侯失位则天下乱；大夫无等则朝廷乱；妻妾不分则家室乱；嫡庶无别则宗族乱为解决以上问题当时规定的制度是嫡长子继承制按年龄继承制按军功继承制按遗嘱继承制
2	据说周公东征以后封建亲戚以蕃屏周其中的封建指的是分封诸侯国进行封建改革实行宗法制任人唯亲
2	秦朝中央官制中具有掌丞天子助理万机职能的是太尉廷尉丞相御使大夫
2	下面的漫画作品能够显示的关于秦朝历史信息不准确的是实现了国家统一确立了君主专制体制实行分封制建立了三公九卿体制
2	苟子·君道墙之外目不见也里之前耳不闻也；而人主君主之守司官吏远者天下近者境内不可不略知也为达此效果秦始皇采取的措施是确立至高无上的皇权制设立丞相为百官之首帮助皇帝处理全国政事设立御史大夫为副相负责监察百官设立太尉负责管理全国军务
2	禹铸九鼎禹开九州是上古时候的传说它们实际上反映了禅让制的结束商王朝的发展西周的强盛夏朝的建立
2	分封制和宗法制的关系是完全割裂的互为表里前者决定后者后者决定前者
2	以家族为本位的传统文化习俗在中国源远流长联宗收族和撰写家谱族谱之风盛行并深入到一般平民家中与这种习俗的产生有着决定性关系的是宗法制世卿世禄制礼乐制度分封制
2	秦始皇说天下共苦战斗不休以有侯王赖宗庙天下初定又复立国是树兵也而求其宁息岂不难哉秦始皇产生这一想法是考虑到宗法制的弊端分封制的弊端王位世袭制的弊端井田制的弊端
2	秦朝政府的一位高官他每天工作非常繁忙除了将大臣们的奏章归纳整理外还得对一些违法乱纪的官员进行暗访调查那么这个政府高官是丞相御史大夫太尉郡守
2	文王世子之制是指周文王在位之时便指定周武王作为自己的继承人当时这种制度还处在初创时期其后这种世子制度逐渐成为成文制度择立太子的标准也逐渐明确起来其中最主要的一条就是立嫡以长不以贤立子以贵不以长这样做的目的是保证贵族血统的纯正解决财产的继承和分配稳定统治确立嫡长子的最高地位防止内部纷争加强君主专制
2	秦朝时期的军国大事一般先由丞相御史大夫和诸卿进行朝议最后由皇帝决裁这一做法使中央强化了对地方的控制民主观念开始渗入到政治体制君权遭到了弱化君主专制造成的决策失误有所减少
2	封建制本意即为分封制是指古代帝王裂土封疆封邦建国的制度被封诸侯拥有自己的领土按照上述定义下列现象不属于此处所指封建制的是周天子封功臣姜尚于齐地汉高祖封长子刘肥为齐王明太祖封七子朱榑于青州康熙封四子胤稹为亲王
2	皇古为上天光明之意；帝生物之主兴益之宗秦始皇统一全国后自以德兼三皇功过五帝将皇帝为自己的帝号这就是皇帝称谓的由来其主观目的是确立正统地位树立专制权威制造暴政依据宣扬君权神授
2	昔者五帝地方千里其外侯服夷服诸侯或朝或否天子不能制今陛下兴义兵诛残贼平定天下法令由一统自上古以来未尝有五帝所不及材料中实现法令由一统的政治制度是禅让制宗法制分封制郡县制
2	西周实行分封制周初分封的诸侯大多数是①王族②少数民族首领③功臣④古代帝王的后代①②③①②④①③④②③④
2	周代宗法制情形可从古代经典中约略窥见如仪礼·丧服·传大宗者尊之统也大宗者收族按指团结族人者也不可以绝异居而同财有馀则归之宗不足则资之宗；又如礼记·曲礼支子不祭祭必告于宗子材料主要表明周代早期血缘凝聚力受到地缘成分的影响而崩解宗法制的特色是父系与嫡长子继承制政治经济与社会生活受宗法力量支配丧服制度和行为规范弱化了血缘认同
2	孟子说君有过则谏反复谏之而不听则易位另立新君而董仲舒说唯天子受命于天天下受命于天子相对于孟子董仲舒的主张否认绝对服从专制君主修改了儒家君臣关系理念强调对君主暴政的制约适应了争霸战争的需要
2	从汉到明清法家代表人物商鞅等人在道德上名声扫地但法家思想被后继统治者悄然继承应用这一现象反映的实质问题是专制加强对法家思想地位的巩固专制的加强对儒家思想的冲击儒家理念与政府专制集权的矛盾儒家思想与专制集权不可调和
2	孝经中记载曾参问孝孔子回答故当不义则子不可以不争于父汉董仲舒提出了父为子纲的教条这一变化反映了原始儒家思想漠视伦理儒家伦理观念得到强化儒学独尊地位已经确立汉代家庭关系日趋紧张
2	古希腊思想家亚里士多德指出古往今来人们开始探索哲理都应起于对自然万物的惊异他们先是惊异于种种迷惑的现象逐渐积累一点一滴的解释他们探索哲理只是为脱出愚蠢显然他们为求知而从事学术并无任何实用目的据此分析错误的是古希腊人探索科学偏重理性科学源于人们对自然界的惊异古希腊人重求知而轻视实用古希腊科学比东方科学要先进
2	湖湘学统的代表人物王船山说儒者之统与帝王之统并行于天下而互为兴替其合也天下以道而治道以天子而明；及其衰而帝王之统绝儒者犹保其道以孤行而无所待以人存道而道可不亡在这里王船山强调儒学与传统政治之间的共生关系主张儒道互补是传统文化的基本内涵重申儒家思想的正统地位不可撼动借助传统宣扬托古改制的思想主张
2	孔子是儒家学派创始人汉代崇尚儒学尊尚书等五部书为经典记录孔子言论的论语却不在五经之中对此合理的解释是五经为阐发孔子儒学思想而作儒学思想植根于久远的历史传统汉代儒学背离了孔子的儒学思想儒学传统由于秦始皇焚书而断绝
2	中国戏曲希腊悲喜剧和印度梵剧并称世界三大古老的戏剧文化古希腊戏剧繁荣于公元前六世纪末至前四世纪初中国戏曲到十二世纪末也走向了成熟其共同原因是艺术的形式趋于高雅商品经济的迅速发展封建统治的政治需要知识分子阶层的兴起
2	费正清在美国与中国中说儒家认为君王是介于人类和自然力之间的只要君王顺应天时广行善事他就能维持人与自然间的普遍协调因此认为天灾是由于君王有了过错这种说法就是合乎逻辑的了最早提出这种观点的是孔子荀子董仲舒朱熹
2	儒家尊王忠君思想的精神实质从来都不是让人们无条件地服从君权或无止境地强化王室权威而是敏感于地方势力的膨胀以及诸侯兴起地方权力过大破坏天下安宁的教训从儒家思想演变的进程看下列最能佐证这一观点的是孔子提出仁者爱人贵贱有序荀子主张君舟民水礼法并用董仲舒倡行独尊儒术天下一统朱熹提出格物致知反躬践实
2	强调情感与理性的合理调节以取得社会存在和个体身心的均衡稳定不需要外在神灵的膜拜非理性的狂热激情或追求超世的拯救在此岸中达到济世救民和自我实现这体现的是文艺复兴的人文追求启蒙运动的政治理想儒家的政治道德原则道家的自然达观理念
2	有人认为人文主义之为一切建构一切成就之本的全蕴这才真正使人文主义成为一个综合的系统不与一切含真理与价值的文化相对立并能使之调适而上遂成为领导文化生命的领导原则正因为如此可以说要完成人文主义的全蕴其唯一进路便是打开‘道德主体’之门下列主张体现打开道德主体之门的人文观点有①己所不欲勿施于人②仁者爱人③天人感应④知德合一①②③④②③④①②④①③④．
2	宋代公私刻书业都很兴盛当时不仅皇家秘阁和州县学校藏书丰富士庶之家亦皆有藏书且动辄就有万卷之众这说明宋代①印刷术先进②商业繁荣③普及了教育④文化发展①②③①②④①③④②③④
2	人类自产生之日起就有着对美好生活的追求和向往中外思想家向往回到原始社会或称赞原始社会美好的有①老子②韩非子③普罗泰格拉④卢梭①③①④①②④①③④
2	孟子说君有过则谏反覆之而不听则去而董仲舒说唯天子受命于天天下受命于天子相对于孟子董仲舒的主张修改了儒家学说中的君臣关系强调对君主暴政的制约弥补先秦儒学的重大理论缺陷适应了争霸战争的需要
2	孟子主张民贵君轻董仲舒认为君权神授黄宗羲则认为君主专制是天下之大害以下对此解释正确的是儒学思想家的观点前后矛盾三种主张都是社会转型时期的真实反映孟子和黄宗羲都否定了君主专制制度三种主张都发展了儒家思想
2	孔子提倡为政以德韩非子却主张唯法为治将二者揉为一体奠定后世治国理念基础的是荀况倡导隆礼至法董仲舒创立新儒学韩愈提出复兴儒学朱熹宣扬格物致知
2	实现中国梦必须凝聚全社会力量古代中国政府多以德规范人的思维和思想以礼规范人的行为以下中国传统主流思想中不能体现上述功能的主张是己所不欲勿施于人为政以德为国以礼天人感应大一统天下为主君为客
2	春秋繁露中写道正朔服色之改受命应天制礼作乐之异人心之动也二者离而复合所为一也该主张的主要目的是巩固儒学在思想界的统治地位为三纲五常学说提供理论基础借助天意来宣扬大一统和加强君权将哲理引入儒学促使其思辨化
2	班固作汉书内有古今人表列人作者按上上至下下区分为三等九则其中上上圣人者十四人包括三皇五帝而以周公孔子殿后；孟子与颜渊管仲同属上中仁人；老子与商鞅墨翟韩非都属中上；秦始皇则为中下以此推断班固评价历史人物以时代先后为顺序以社会贡献为根据以儒家标准为准绳以个人善恶为标尺
2	表明人类第一次意识到自己是自身所属社会的审判者人有资格有力量也有权利重新规范自己的生活这是原始宗教和自然统治之下人类自我意识的第一次觉醒是西方人文精神的开始这观点应是起源于意大利古希腊德意志法国
2	卷蛛帘的歌词是一首优美的词词之所以在宋代得以繁荣的主要原因是君主专制的强化程朱理学思想引领商品经济的发展资本主义萌芽出现
2	世纪的康乾盛世被称为落日的辉煌造成这种落日局面的诸多原因不包括统治者对外实行闭关锁国政策中国开始丧失独立自主权实行重农抑商政策和文化专制政策西方国家出现了资产阶级思想启蒙和革命运动
2	汉代农业生产效益不高农民在省吃俭用的情况下三年耕才有一年之蓄同时据记载汉代实行全国皆兵男子岁成丁可以独立耕种和服役但要到岁才开始服兵役期限一年这反映了汉代精耕细作的生产模式尚未形成制度蕴含经济和道德的考量边疆不稳战事频繁专制皇权的不断加强
2	阅读材料完成下列要求材料从古到今孙悟空的艺术形象发生了很大变化时期宋元明清文革时期改革开放以后形象特点神通广大追求个人享乐爱憎不鲜明从任性妄为到诚心向佛不畏强权敢于抗争斩妖除魔的正义化身向现实妥协的悲剧代表叛逆不羁的个人英雄摘编自张久瑛试论孙悟空形象的形成和演变刘继兴毛泽东耐人寻味的孙悟空情结从以上材料中任选两个相邻的历史时期指出孙悟空形象的差异并从艺术形象的时代性角度进行论述
2	宋人洪迈在容斋随笔中曾感叹说唐人诗歌其于先世及当时事直辞咏寄略无避隐即使那些非外间所应知的宫闱秘闻诗人反复极言上之人亦不以为罪今之诗人则绝不敢如此这段论述说明了唐朝诗人热衷于描写宫廷秘史唐朝诗歌空前繁荣开明的文化政策有利于文化的发展诗人受人尊重的原因
2	有人认为明清文学观念的演进使世俗生活日渐成为小说关注的焦点通过家庭爱情婚姻的纠葛变化来反映社会人际关系展现时代风貌提供生动完整细腻的社会生活画卷明清小说的这一特点出现的根本原因是专制主义强化商品经济发展拜金主义盛行轻商思想淡化
2	公元年东汉的班超曾派人出使欧洲强国大秦东汉和大秦都创造了辉煌的文化属于它们的文化成就分别是活字印刷术神曲九章算术罗马法蔡伦改进的造纸术日心说春秋繁露理想国
2	据北宋欧阳修等史学家编撰的新唐书•百官志记载凡市日中击鼓三百以会众日入前七刻击钲三百而散而唐代诗人王建有诗夜看扬州市写道夜市千灯照碧云高楼红袖客纷纷对这两段材料的解读正确的是前者是正史后者是文学体裁应以前者为准前者是后世人编撰的后者写于唐代应以后者为准两者所载内容均需经过进一步考证才能确定史料价值两者记载的史实相违背必有其一是伪史
2	在唐诗和唐三彩中骆驼和胡人逐渐成为流行的文化符号造成这一现象的原因是①民族融合的加强②丝绸之路的畅通③文化政策的开放④古代商帮的推动①②④②③④①②③①③④
2	南宋画家马远夏圭往往把景物放在画面一侧被后世称为马一角夏半边有人联系他们生活的时代称这类画作的意境为残山剩水以下诗句中与这类画作创作背景相同的是边城何萧条白日黄云昏瀚海阑干百丈冰愁云惨淡万里凝大漠穷秋塞草腓孤城落日斗兵稀暖风熏得游人醉直把杭州作汴州
2	宋朝瓦舍是重要的游乐场所内有勾栏专供大众娱乐东京的瓦舍见于东京梦华录的就有十座临安的瓦舍见于武林旧事的有廿三座在宋朝瓦舍会出现的现象有叫卖京剧脸谱表演关汉卿窦娘冤评说话本三国演义吟唱柳永新词雨霖铃
2	汉代至明清中国传统文化主流思想演变的总趋势是直面社会现实逐渐关注民生不断传承发展服务专制皇权根植于自然经济逐渐落后于世界博采众家之长紧随世界潮流
2	中国古代文学艺术异彩纷呈绚丽多姿下列表述不正确的是离骚是古典文学最伟大的现实主义作品魏晋时期是书体演变承上启下的重要阶段诗画本一律天工与清新是传统中国画的特点同光十三绝是当时京剧艺术各行当的代表人物
2	日本学者内藤湖南认为若说近世史应从什么时候开始这应当是宋以后宋代发生了商业革命北宋以后堪称近代史下列最能支撑这一观点的是北宋政府不抑兼并田制不立南宋时期商业税成为财政主要来源两宋政府多与北方政权签订盟约宋词开市民文学之先河影响深远
2	元朝马致远的杂剧破幽梦孤雁汉宫秋取材昭君出塞故事其笔下的汉室奸佞当权外族凭陵官员都是一批干请了皇家俸却不能安社稷定戈矛的废物；汉元帝本来宠爱昭君却因异族索要而只能恨恨地唱我呵空掌着文武三千队中原四百州只待要割鸿沟这充分反映出元朝统治集团的腐朽无能理学空谈误国的惨痛教训士人无缘政治只好戏说历史汉族文人的家国衰败之痛
2	法律是最高的社会规则掌控了法律就等于掌握了人类的命运以下小明整理的有关法律研究性学习的部分笔记请你为其甄别①错误②③正确①③正确②错误①②错误③正确①②③都正确
2	下列关于汉字演变的基本脉络正确的是甲骨文→金文→隶书→篆书→楷书甲骨文→篆书→金文→隶书→楷书甲骨文→金文→篆书→楷书→隶书甲骨文→金文→篆书→隶书→楷书
2	下列既有审美价值又具实用价值雅俗共赏的书法作品是
2	有一初唐书法家尤擅正书他最初效法王羲之后独辟蹊径自成一家开颜柳先河被后世书法家奉为圭臬该书法家最可能是张旭颜真卿柳公权欧阳询
2	下表中的日文写法主要仿自中国某种书法字体唐代擅长这一书法字体的书法家是平假名あいうえおかきくけこ王羲之颜真卿柳公权怀素
2	某些书法家传世的作品中不论单一线条的造型还是不同线条间的组合变化文字的可读性完全让位于书写时的情绪表达或喜怒或穷困或忧悲或怨恨种种情致尽现于线条的纵横跳跃连绵环绕之中这类作品的字体形式是篆书隶书草书行书
2	将贪官酷吏肆虐为奸；民为困穷恣肆交作等现实问题归因为良知之学不明的中国古代思想家是孔子朱熹王阳明顾炎武
2	宋人陈深评论某书法作品说此帖纵笔豪放一泻千里时出遒劲杂以流丽或如篆籀或若镌刻其妙解处殆出天造岂非当公注思为文而于字画无意于工而反极其工邪该作品是李斯会稽刻石柳公权玄秘塔碑颜真卿祭侄文稿赵孟頫洛神赋
2	随着佛教在我国的盛行魏晋时期出现了一批以抄写经籍为生的经生而且形成了一种新的书体写经体这说明魏晋时期我国文学艺术达到最高峰魏晋时期的书法最高成就是写经体书法艺术发展离不开社会生活需要书法艺术的产生源于宗教艺术的发展
2	宋徽宗赵佶以画花鸟擅长不仅建立了皇家画院而且有相应的考评标准例如一次出考题为野水无人渡孤舟尽日横获得第一名的却画着船夫躺在船尾独自吹着笛子画家要表现题中无是非无舟人只无行人那种闲散宁静安逸的意境被表达得更加准确由此可知宋代风俗画盛行于宫廷和民间宋代统治者治国水平和艺术才能都很高宋代科举考试增加了绘画科目宋代绘画反映出理学对个人道德修养的影响
2	从汉朝以后到唐代儒学的内在传统中断了变成了比较注重文献历史宋代的理学就致力于把汉代以后中断的儒学内在传统接续起来宋代理学接续儒学内在传统的是理生万物格物致知心即理也强调人格修养
2	为了抗早防涝我国北方人民发明了畎亩法在地势高的田里将作物种在沟里而不种在垄上这叫作上田弃亩在地势低的田里将作物种在垄上而不种在沟内这就叫下田弃畎这些现象表明当时耕作技术在实践中改进传统农业受自然条件限制北方农业技术领先于南方实行土地轮耕以保证肥力
2	书法家欧阳中石说每个人的字都有差别正像每个人的面孔不同一样其实人的面孔有多大的区别呢眼睛鼻子嘴的部位已经非常固定然而人的妍媸差别竟如天渊有的实在难看有的能够倾国倾城字的书写也正是如此这段话主要说明了书法作品没有好坏之分只有风格之别书法作品优劣有别特点各异欣赏书法作品之前应先了解作者字如其人什么样的人写什么样的字
2	清乾隆五十五年以高朗亭为首的第一个徽班三庆班进人北京参加乾隆帝八十寿辰庆祝演出扬州画舫录载高朗亭入京师以安庆花部合京秦二腔名其班曰三庆在此基础上中国古代戏曲艺术中诞生了昆曲元曲秦腔京剧
2	某同学对中国明清时期的历史特征进行研究发现由于专制统治的强化和商品经济的发展明清文化呈现出反传统和世俗化的趋势下列文化现象不属于这一趋势是小说的兴盛文人画的兴起京剧的发展工商皆本思想产生
2	王国维宋元戏曲考称凡一代有一代之文学唐之诗宋之词元之曲皆所谓一代之文学而后世莫能继焉者也独元人之曲为时既近托体稍卑故两朝史志与四库集部均不著于录;后世儒硕皆鄙弃不复道这反映了元代文学不为后世所重视厚古薄今的观念影响深刻士大夫对市民文化的排斥八股取士抑制新文学形式
2	有学者认为宋元以后中华文明开始呈现出复杂的二元性一是商品经济发展所带来的文化世俗化倾向;二是理学和文化专制强化以后表现出的高雅文化倾向他最可能选择的依据分别是风俗画和文人画话本和小说汉赋和唐诗元曲和傩戏
2	下列书法作品的字体依次为草书行书楷书隶书隶书行书草书楷书隶书草书楷书行书行书楷书隶书草书
2	道光八年以后以演唱革新后的西皮调而著称的湖北艺人王洪贵和李六等人进京加入了徽班年前后在进京的湖北演员余三胜谭志道等人的努力下西皮和二黄终于交融在一起皮黄戏正式形成在此基础上中国古代戏曲艺术中诞生了昆曲元曲秦腔京剧
2	誉满中外的中国京剧中国画中国医学被世人称为中国的三大国粹下列各项关于京剧的说法错误的是京剧的形成是几代艺术家共同努力的结果同治光绪年间是京剧的一个繁盛期京剧的出现标志着我国古代戏曲的成熟京剧在我国艺术宝库中占有重要地位
2	董仲舒以春秋中的事例补充汉代法律；长孙无忌用经义解释法律编成唐律疏议后来被唐高宗赋予同等的法律效力这一变化表明独尊儒术已成定势仁政思想等同于法律文官阶层主导立法儒学理念渐趋法制化
2	孟子主张民贵君轻董仲舒主张君权神授黄宗羲认为君主专制是天下之大害以下的解释正确的是三种主张都与当时社会状况密切相关三种主张都反映社会转型时期的剧变三种主张都遭到当时统治集团的轻视孟子和黄宗羲都否定了君主专制制度
2	历史推论离不开对史实的正确解读下列推论与史实符合的是选项史实推论乾隆年间四大徽班进京标志京剧的正式形成．年大批知识分子归国为中国尖端科技领域准备了人才达尔文提出物竟天择适者生存可以用来合理解释自然和社会现象莫奈创作了日出·印象浪漫主义创作风格由此形成
2	明人宋应星说缙绅稍有羡金必牢藏为终身与子孙之计其在今日有钱闲著者惟恐子息不生耽耽访问故宦之家子孙产存而金尽者与行商坐贾有能而可信者终朝俵放以冀子钱从中可以看出小农经济占主导地位缙绅借款无资格限制通货膨胀使货币贬值商业资本渐趋于活跃
2	东方圣人孔子和古希腊哲人苏格拉底的思想既有许多相似之处也有不同之处二者在思想上的主要差异是是否强调知识的作用和道德的力量是否推崇君主权威是否注重对人与社会的研究是否体现人文精神
2	东晋王羲之创作的兰亭序字势雄强如龙跳天门虎卧凤阁其书体被认为既有审美价值又有实用价值雅俗共赏这种书体是篆书隶书楷书行书
2	一只船桨能翻出万顷波涛一支鞭高扬走进金戈沙场空荡荡的舞台能穷尽十八相送一个圆场一场趟马就是‘人行千里路马过万重山’这种表现形式属于小说的浪漫风格戏曲艺术的虚拟化说书人的随性夸张绘画的意象化
2	儒学的三次话语转向即儒学在汉代经学中完成的政治转向在宋明理学中所完成的形而上学转向材料中的政治转向是指意在规劝皇帝实行仁政希望恢复两周的礼乐制度认为天理是万物的本原适应加强中央集权的需要
2	在公元前世纪至公元前世纪在一些重要的古代文明中心如希腊中国人类的精神开始了觉醒提出了人与自然人与人的关系的大问题并进行研究和回答下列主张能证明此观点的有①人法地地法天天法道道法自然②人是万物的尺度③人是一件多么了不起的杰作④未受考察的生活是不值得过的②③④①③④①②④①②③
1	社会力量决定和影响婚姻家庭婚姻家庭也反映出社会要求阅读下列材料回答问题材料一门当户对与郎才女貌是中国封建社会中的两个重要择偶标准男性对女性的要求首先注重的是妇德贤妻良母就是封建礼教中最标准的妇女形象此外对女性在家庭婚姻中提出了包括从一而终嫁鸡随鸡嫁狗随狗的等传统道德观念中国传统婚姻家庭观念的演变材料二我在小姊妹的帮忙下加入了家庭妇联我看见姊妹们加紧生产努力学习文化便愈感到自己的落后我要好好地向姊妹们学习我也加入了学习班新婚姻法颁布以后小姊妹张丽娟告诉我说可以到家庭妇联申请向朱家离婚婆婆没有理由阻拦我于是我离婚了我自由了一个童养媳的新生材料三上海哈尔滨不同年代择偶标准差异表单位项目年代﹣﹣﹣﹣家庭出身社会关系．．．．本人成份政治面貌．．．．学历．．．．根据材料一指出中国古代的择偶标准对女性的要求合理吗请说明理由根据材料二结合所学知识分析作为婚俗背景的经济基础和家庭关系从传统到近代发生了怎样的变化材料二中我的婚姻态度发生变化的社会条件是什么根据材料三指出人们的择偶观念呈现的基本趋势
1	年教育部副部长钱俊瑞指出俄文它是列宁斯大林的语言它是社会主义大门上的一把钥匙；年教育部宣布英语成为高考必考科目这一变化从根本上取决于社会文化心理的变化政府政策的导向中国外交政策的调整形势的变化
1	阅读下列材料材料一随着法西斯主义的失败美苏在意识形态方面的冲突日益凸显这种分歧主要存在于基本人权个人自由宗教自由等方面共同的战斗也未化解美苏之间长期存有的互相猜疑美国谴责苏联的帝国野心和俄罗斯扩张主义情结苏联指责美国在世界扮演宪兵行使霸权摘编自刘金质冷战史材料二年后无论是苏联还是美国都需要安全保障但是它们对此的解释各不相同苏联仍是一个地区性强国安全对其而言意味着它的边界上都是一些友好的邻国而美国是一个全球性的经济大国安全对其而言则意味着一个金钱货物和人才都能自由交换的开放的世界年月美国副国务卿艾奇逊提出了所谓的烂苹果理论后来被称为多米诺理论一个国家倒向共产主义将在周边国家产生多米诺效应它主导并困扰着美国的对外政策达整整一代人摘编自约翰·•梅森冷战材料三冷战并非只是美苏之间的对抗；而是由形形色色的冲突对抗组成的至少有工业国家之间的冲突对抗；世界的商业中心与提供市场与原料国家之间的冲突对抗；但由于苏联分裂成许多独立的小国所产生的民族与经济问題仍给世界安全带来成胁因此冷战仍在继续摘编自沃尔特•拉菲博尔冷战结束了吗完成下列要求据材料一概括美苏冷战的起因据材料二并所学知识指出年后苏联和美国为了各自的安全而采取的措施并概括美国为防止烂苹果理论在亚洲的扩散而采取的实践活动据材料三并结合所学知识简析冷战仍在继续的原因综合上述材料分析美苏冷战给我们带来的启示
1	共产党宣言的主要内容有①系统地阐述了马克思主义的基本原理②阐明了共产主义必然代替资本主义的社会发展规律③揭示了无产阶级的历史使命④提出阶级斗争在阶级社会中推动历史发展的作用①②③①②④①③④①②③④
